id,sponsor,venue,place,city/town,state/country,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count
21193,A.W. DENNETT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 5X9.2,,"APPEARS TO BE EARLY ""COFFEE SHOP"" TYPE RESTAURANT WITH SPECIALTIES IN OYSTERS, CLAMS AND GRIDDLE CAKES",1894-082,1894-09-03,A.W. Dennett,Dollars,$,complete,2,87
21194,NEW YORK LIFE INSURANCE COMPANY,PROF;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 7 X 10.25;,ANNIVERSARY;,MENU IN FRENCH; ORNAMENTAL DESIGN ON COVER;,1905-413,1905-05-23,New York Life Insurance Company,,,complete,12,18
21199,SOCIETY OF COLONIAL WARS IN THE STATE OF NEW YORK,PATR;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILL;COL;7X5;,ANNIVERSARY;,COMMEMORATING THE SIGNING OF THE CONTRACT BETWEEN HENRY HUDSON AND THE DUTCH EAST INDIA COMPANY;WINES SERVED;,1897-025,1897-01-28,Society Of Colonial Wars In The State Of New York,,,complete,8,24
21202,CHANCELLOR WALWORTH LODGE NO. 271 F.&A.M.,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 5.25 X 6.5;,ANNIVERSARY;,PORTRAIT OF REUBEN H. WALWORTH; WINES; SPEAKERS; MASONIC LODGE;,1897-062,1897-02-20,Chancellor Walworth Lodge No. 271 F.&A.M.,,,complete,12,26
21209,SINCLAIR HOUSE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 7.75X12.0;,,PRICED A LA CARTE MENU AND WINE LIST; EUROPEAN PLAN; ROOMS $1.00 PER DAY AND UPWARDS;,1900-409,1900-01-19,Sinclair House;,Dollars,$,complete,4,307
21221,NEW YORK ROWING CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 4.5X6;,ANN;,"FRENCH; SILK RIBBON ATTACHMENT; HANDPAINTED FLAG ON COVER; ""MENU"" ENGRAVED IN GOLD; OFFICERS LISTED AS WELL MEMBERS' NAMES & ADDRESSES",1895-017,1895-01-26,New York Rowing Club,,,complete,8,22
21223,G.H.COOK,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET RIBBON TRIM;5X7;,COMPLIMENTARY/TESTIMONIAL,COMPLETE DESCRIPTION OF HISTORY & PURPOSE OF THE CLUB; WINES LISTED;,1906-125,1907-02-03,G.H.Cook,,,complete,8,27
21224,LUCULLUS CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 4.6X7.6;,,INCLUDES WINE LIST; MEMBERS LISTED; RESTAURANT INSIGNIA ON COVER;,1908-160,1908-02-18,Lucullus Club,,,complete,4,17
21232,MUNICIPAL ART SOCIETY,GOVT;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 5X8.25;,,"MENU IN FRENCH; PROGRAM: ""GREATER NEW YORK AND ITS FUTURE POSSIBILITIES;"" SOCIETY SEAL ON COVER;",1906-961,1906-12-18,Municipal Art Society,,,complete,4,18
21238,JOHN H. INMAN,,"NEW YORK, NY",NEW YORK,NY,CARD; 5.25X7,,FRENCH MENU EXCEPT FOR ONE ITEM,1889-096,1889-12-14,John H. Inman,,,complete,2,29
21241,BOSTON DAIRY LUNCH CO.,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSHEET; 7X5.5;,,DATE NOTED BY FEB;,1907-489,1907-05-09,Boston Dairy Lunch Co.,Dollars,$,complete,2,34
21243,HENRY HAHLO & JEANNETTE WISE,OTHER (PRIVATE HOSTS);,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 5X6;,RITE,"WEDDING SOUVENIR SIGNED BY BRIDE & GROOM; MENU IN FRENCH; INCLUDES WINE LIST; INCLUDES CONCERT PROGRAM WITH ""WEDDING MARCH"" COMPOSED BY OSCAR HAMMERSTEIN FOR THIS OCCASION & DEDICATD TO BRIDE; ALSO ""ORDER OF DANCES,"" DECORATIVE WREATH & CHERUBS THROUGHOUT",1898-090,1898-02-16,Henry Hahlo & Jeannette Wise,,,complete,12,34
21248,HOTEL ALBERT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 6.825X10.5;,,FULLY PRICED MENU; HALF PORTION PRICES ON SELECTED ITEMS; PRICED WINE LIST;,1900-134,1900-01-10,Hotel Albert,Dollars,$,complete,4,369
21261,REPUBLICAN CLUB OF THE CITY OF NEW YORK,POL;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.75X7.25;,PATRIOTIC HOLIDAY;,"SEATING PLAN ATTACHED; TOASTS AND SPEAKERS, COMMITTEE MEMBERS LISTED;",1896-036,1896-02-12,Republican Club Of The City Of New York,,,complete,2,22
21268,THOMAS HUNTER ASSOCIATION OF GRAMMAR SCHOOL NO. 35,EDUC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; PHOTO; 5.5 X 7;,ANNUAL,MENU IN FRENCH; SPEAKERS LISTED; OFFICERS & COMMITTE MEMBERS LISTED;,1898-308,1898-11-12,Thomas Hunter Association Of Grammar School No. 35,,,complete,4,18
21311,PENNSYLVANIA SOCIETY,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 7.25X9;,RITE;,FRENCH; PHILADELPHIA SCRAPPLE INCLUDED; POST PRANDIAL PROGRAM & TOASTS; ALL TOASTS ITEMS FOLLOWED BY LITERARY QUOTATIONS; HISTORICAL DRAWINGS ON COVER; OFFICERS & COMMITTEE LISTED; SILK RIBBON ATTACHMENT; TWO COPIES,1899-638,1899-10-31,Pennsylvania Society,,,complete,12,29
21317,THE PATRIARCHS,,"NEW YORK, NY",NEW YORK,NY,FOLDER; 2.75X4.5,,MENU IN FRENCH,1889-017,1889-02-04,The Patriarchs,,,complete,4,36
21328,JAS. II. BRESLIN & BRO'S. HOTELS,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; GREEN; ILLUS; 6X 9.25.;,,INCLUDES WINE LIST,1882-031,1882-06-15,Jas. Ii. Breslin & Bro's. Hotels,Dollars,$,complete,4,468
21370,GOLF DININGROOM,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER;ILLUS;COL;;6X9.5;,DAILY;,"PRINTED MENU WITH LARGE SPACE FOR HANDWRITTEN ""EXTRAS"".NOTHING ENTERED; SEE 1900-717;PRINTERS EMBLEM ON BACK COVER;",1900-718,1900-02-04,Golf Diningroom,Dollars,$,complete,4,101
21373,O. L. CUSHMAN & CO.,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 5.5X9.0;,,DATE HAND WRITTEN;,1900-395,1900-01-18,O. L. Cushman & Co.,Dollars,$,complete,2,45
21375,UNIVERSITY OF MICHIGAN CLUB,EDUC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 5X7;,ANNIVERSARY;,CHAMPAGNE TO ORDER; PROGRAMME AND TOASTS; BANQUET COMMITTEE LISTED ON BACK COVER; DECORATIVE BORDER;,1906-966,1906-12-19,University Of Michigan Club,,,complete,4,16
21378,NATIONAL CONFECTIONERS ASSOCIATION OF THE UNITED STATES,CONN,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILL; 3.75X5.5,ANNUAL EVENT,,1889-062,1889-07-10,National Confectioners Association Of The United States,,,complete,3,28
21382,STUAT HOUSE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD;ILL;COL;6.25X11;,DAILY;,HERALDIC EMBLEMS IN UPPER LEFT;NO DATE EXCEPT FOR LATER ENTRY ON BACK;,1900-358,1900-01-17,Stuart House,Dollars,$,complete,2,166
21390,CHILDS RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 4X8.5;,,LOCATION OF ALL CHILDS RESTAURANTS AND MAIN OFFICE LISTED ON BACK;,1907-023,1907-01-05,Childs Restaurant,Dollars,$,complete,2,54
21391,WINDSOR HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 4 X 9.25;,,STATEMENT THAT ALL DRINKING WATER AND ICE ARE FILTERED OR MADE FROM DISTILLED WATER;,1898-180,1898-05-19,Windsor Hotel,,,complete,2,79
21403,THE BUSINESS MEN OF NEW YORK,POL;,"NEW YORK, NY",NEW YORK,NY,FABRIC BOOKLET;COL; 4.5 X 5.75;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH;SPEAKERS INCLUDED THE PEWSIDENT OF THE US;,1886-01,1886-01-08,The Business Men Of New York,,,complete,4,35
21416,NEW YORK ALUMNI ASSOCIATION OF THE UNIVERSITY OF ROCHESTER,EDUC;,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; COL; 4.5X6.5;,ANNIVERSARY;,FRENCH; HOTEL SEAL AT TOP;,1901-092,1901-01-14,New York Alumni Association Of The University Of Rochester,,,complete,2,17
21443,MANHATTAN SINGLE TAX CLUB,POL;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.5 X 7;,ANNIVERSARY;,SPEECHES LISTED ON BACK OF MENU;,1899-346,1899-04-13,Manhattan Single Tax Club,,,complete,2,21
21447,AMERICAN ASIATIC ASSOCIATION,POL;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILL;COL;5.5X8.5;,ANNIVERSARY;,SILKEN CORD BINDING;COLORED ASSOCIATION EMBLEM ON COVER;WINES SERVED;TOASTS;SEATING PLAN ATTACHED;INVITATION TO GEORGE WILSON ATTACHED;,1900-533,1900-01-26,American Asiatic Association,,,complete,8,27
21459,TREASURERS CLUB OF AMERICA,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 4.5X6.5;,ANNIVERSARY;,WINES LISTED WITH COURSE; MENU IN FRENCH; BANQUET HELD AT MIDNIGHT;,1907-336,1907-03-30,Treasurers Club Of America,,,complete,4,19
21461,HARTMAN'S HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6X9.5;,OTHER (DAILY MENU);,"""EXTRA DISHES:"" HANDWRITTEN; ""TEA OR COFFEE, 5c PER CUP; DRINKS SERVED WITH MEALS ONLY; WIENER-AMERICAN CHAMPAGNE, 1/2 PINT, 25c;"" VERY EXTENSIVE PRICED WINE, LIQUOR LIST ""BOTTLED GOODS A SPECIALTY;"" DECORATIVE BORDER; 2 COPIES, 2ND MENU DOES NOT HAVE HAN",1900-155,1900-01-11,Hartman's Hotel,Dollars,$,complete,4,219
21489,BREVOORT HOUSE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSHEET; ILLUS; COL; 5.5X8.5;,OTHER (DAILY MENU);,"HOTEL SEAL AT TOP OF MENU; ALL PRICES HANDWRITTEN; ""TABLE D'HOTE LUNCH 75C; TABLE D'HOTE DINNER & CONCERT $1.25;""",1900-153,1900-01-11,Brevoort House,Cents,c,complete,2,216
21514,BROTHERHOOD OF COMMERCIAL TRAVELERS,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 5.75X7;,ANNIVERSARY;,INCLUDES WINES SERVED WITH EACH COURSE; PROGRAM INCLUDES SONGS; ILLUSTRATIONS ON FRONT & BACK COVER;,1896-255,1896-12-29,Brotherhood Of Commercial Travelers,,,complete,14,31
21543,CORNELL UNIVERSITY ALUMNI,EDUC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 5.5X7;,OTHER (REUNION);,"FRENCH; ""WINES A LA CARTE;"" TOASTS; ENTERTAINMENT COMMITTEE LISTED;",1900-537,1900-01-26,Cornell University Alumni,,,complete,4,19
21557,UNION COLLEGE ALUMNI ASSOCIATION OF NEW YORK,EDUC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; COL; 5 X 8.25;,ANNIVERSARY;,PRICED WINE LIST; MAROON BORDER AND PRINT; FRENCH; POETIC QUOTES WITH EACH MENU ITEM; UNION COLLEGE SONGS; TOASTS;GUESTS;,1899-832,1899-12-14,Union College Alumni Association Of New York,,,complete,16,18
21564,FLAT IRON RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 5.5X8.5;,SECULAR HOLIDAY;,,1907-002,1907-01-01,Flat Iron Restaurant,Dollars,$,complete,2,24
21567,MERCHANT TAILOR'S SOCIETY OF THE CITY OF NEW YORK,COM,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILL; 5.5X7.75,"OTHER, COMMERCIAL CONVENTION DINNER","FRONT COVER ILLUSTRATED WITH VARIOUS ITEMS INCLUDING ARMS OF SPONSORING ORGANIZATION,CARDS FASTENED WITH TWO RIBBONS ON TOP,TOASTS LISTED",1889-019,1889-02-07,Merchant Tailor's Society Of The City Of New York,,,complete,4,43
21576,AMERICA ASSOCIATION OF PUBLIC ACCOUNTANTS,PROF;,"NEW YORK, NY",NEW YORK,NY,BROADSHEET; ILLUS; COL; 5 X 7.75;,OTHER (SOC);,BLUE PRINT; GOLD CREST; PRICED WINE LIST;,1898-282,1898-10-11,America Association Of Public Accountants,Dollars,$,complete,2,28
21593,PUTNEY'S,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; 7 X 14;,,PRICED MENU; ILLUSTRATION OF FOOD;,1900-456,1900-01-22,Putney's,Dollars,$,complete,2,200
21602,FREIGHT & PASSENGER AGENTS' ASSOCIATION OF NEW YORK CITY,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; ILLUS; COL; 4.25X6.25;,ANNIVERSARY;,LISTS WINES SERVED WITH INDIVIDUAL COURSES; HOTEL SEAL ON FRONT;,1897-050,1897-02-11,Freight & Passenger Agents' Association Of New York City,,,complete,2,35
21610,ARKWRIGHT CLUB OF NEW-YORK,PROF(?);,"NEW YORK, NY",NEW YORK,NY,CARD; 3.75 X 7;,OTHER (SOC?),MENU IS TITLED 'AMICUS CURIAE' SOTHIS COULD BE A LEGAL ORGANIZATION;,1899-532,1899-07-24,Arkwright Club Of New York,,,complete,2,14
21620,PHILOLEXIAN SOCIETY OF COLUMBIA UNIVERSITY,EDUC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 5.25 X 7;,ANNUAL,EACH ITEM IN MENU FOLLOWED BY A POEM; ALL SPEAKERS LISTED;,1899-412,1899-05-04,Philolexian Society Of Columbia University,,,complete,8,19
21621,L. LAFLIN KELLOGG,SOCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; ILLUS; 4.75 X 7;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED FOR EACH COURSE;,1898-022,1898-01-10,L. Laflin Kellogg,,,complete,2,19
21622,DELMONOCO'S?,,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS;3.25X5;,,FRENCH; BLUE AND GOLD ORNAMENTAL BORDER; [DELMONICO'S RESTAURANT MENU?],1888-085,1888-12-20,Delmonoco's?,,,complete,2,37
21646,ST. NICHOLAS SOCIETY,SOCIAL;,"NEW YORK, NY",NEW YORK,NY,CARD; COL; ILLUS; 4.25 X 6.75;,OTHER (SOCIAL?);,ORANGE STOCK; MAN IN DUTCH GARB SMOKING A LONG PIPE;,1901-872,1901-04-08,St. Nicholas Society,,,complete,2,20
21648,MURO HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 4 5 X 7.25;,DAILY,COURSE TITLE IN SPANISH; AVAILABLE FOODS HANDWRITTEN IN ENGLISH;,1900-371,1900-01-17,Muro Hotel,,,complete,2,17
21649,VIRGINIA HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 6.0X9.25;,,"PARTIALLY PRINTED MENU ON FRONT; HAND WRITTEN ITEMS ON REVERSE IDENTIFIED AS ""REGULAR DINNER - 25CENTS - SERVED 11:30 TO 2:00""; SIGNED ON BOTTOM ""THEODORE THE CATERER"";",1900-471,1900-01-23,Virginia Hotel,Dollars,$,complete,2,37
21658,WANAMAKER STORE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; COL; ILLUS; 6 X 9;,COMPLIMENTARY/TESTIMONIAL,GRAY STOCK; ILLUSTRATION OF STORE; ORNAMENTAL BORDER;,1907-845,1907-09-24,Wanamaker Store,,,complete,8,16
21659,NEW YORK BANKERS' ASSOCIATION GROUP VIII,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; 5.5 X 7.5;,ANNIVERSARY;,COCKTAILS AND LIQUEURS; SEATING PLAN;,1899-164,1899-02-02,New York Bankers' Association Group Viii,,,complete,4,30
21667,FORDHAM UNIVERSITY ALUMNI ASSOCIATION,EDUC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; O;;IS; COL; 9.5 X 9.75;,ANNIVERSARY;,WINES WITH EACH COURSE; MAROON SEAL; TOASTS;,1907-061,1907-01-10,Fordham University Alumni Association,,,complete,12,21
21671,ALUMNI ASSOCIATION OF THE HOMEOPATHIC MEDICAL COLLEGE & HOSPITAL,PROF;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILLUS;4.25X6.5;,ANNIVERSARYERSARY,LIST OF SPEAKERS & OFFICERS;,1894-050,1894-05-03,Alumni Association Of The Homeopathic Medical College & Hospital,,,complete,8,22
21700,ATTACHES OFFICE OF COMMISSIONERS OF ACCOUNTS,PROF;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; COL; 5.6X7.75;,ANNIVERSARY;,"INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; TOASTS; LISTS COMMISSIONERS, TOASTMASTER, ENSEMBLE;",1906-199,1906-02-20,Attaches Office Of Commissioners Of Accounts,,,complete,4,22
21716,ST. GEORGE'S SOCIETY OF NEW YORK,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 6.75X9;,ANNIVERSARY;,"INCLUDES TOASTS, PHOTOGRAPH OF PRESIDENT OF SOCIETY, LIST OF OFFICERS AND COMMITTEES; SONGS; DESCRIPTION OF SOCIETY'S FUNCTION ON BACK COVER; ELABORATE SEAL ON FRONT COVER; RIBBON ATTACHMENT;",1907-433,1907-04-23,St. George's Society Of New York,,,complete,10,22
21721,FRIENDS OF S.S. PACKARD?,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 6 X 8;,COMPLIMENTARY/TESTIMONIAL,FRENCH; PORTRAIT OF S.S. PACKARD ON COVER; NAME CHARLES F. WINGATE WRITTEN ON BACK; BLUE RIBBONS;,1896-095,1896-04-28,Friends Of S.S. Packard?,,,complete,6,22
21730,HOTEL ASSOCIATION OF NEW YORK CITY,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILLUS;COL;5X8/25;,ANNIVERSARY;,LEATHER FASTENING AT LEFT;EMBLEM;FRENCH MENU;WINES;MANY ILLUSTRATIONS;NAMES;SPEAKERS;,1901-079,1901-01-10,Hotel Association Of New York City,,,complete,12,41
21737,THE HARDWARE CLUB OF NEW YORK,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; 5.5X7.5; COL;,ANNIVERSARY;,"LEATHER COVER, GOLD EMBOSSED; GUEST'S NAME (W.E.PECK) 0N COVER; GUEST LIST; AUTOGRAPHS; FRENCH;",1893-023,1893-02-21,The Hardware Club Of New York,,,complete,20,20
21738,CLUB IBERO-AMERICAINO DE NUEVA YORK,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 7 X 8.25;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED; RED COVER; PORTRAIT OF DON RAMON PINA Y MILLET;,1907-520,1907-05-17,Club Ibero Americaino De Nueva York,,,complete,10,23
21747,Childs,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 6.25 X 10.75;,,PRICED MENU;,1907-564,1907-06-01,Childs',Dollars,$,complete,2,91
21762,TONK'S RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 6.25 X 10;,,PRICED MENU; (1905-850 IN UNUSUAL FOLDER);,1905-851,1905-11-14,Tonk's Restaurant,Dollars,$,complete,4,210
21767,NEW ENGLAND SOCIETY,SOCIAL,"NEW YORK, NY",NEW YORK,NY,CARD;ILLUS;COL;5.5 X 8;,[HISTORICAL],MENU IN FRENCH,1883-14,1883-12-22,New England Society In The City Of New York,,,complete,2,29
21785,PHILLIPS EXETER ACADEMY,EDUC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; COL; ILLUS; 5 X 8;,ANNIVERSARY;,RED PRINT; CREST OF SCHOOL; LIST OF OFFICERS;,1899-358,1899-04-11,Phillips Exeter Academy,,,complete,4,17
21799,W.J.FILBERT,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; RIBBON TRIM; 4.5 X 6.75;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED;,1899-665,1899-11-04,W.J.Filbert,,,complete,4,12
21802,SAINT NICHOLAS SOCIETY,SOC,"NEW YORK, NY",NEW YORK,NY,FOLDER;COL;4.5X7,"ETHNIC HOLIDAY,SAINT NICHOLAS DAY","TWO CARDS TIED AT THE TOP WITH TWO RIBBONS,ORANGE,FRENCH,WINE LIST WITH PRICES,",1887-037,1887-12-06,Saint Nicholas Society,,,complete,2,22
21806,FRAUNCES' TAVERN,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 7X9;,,WINE LIST; PICTURE OF BUILDING; SHORT HISTORY TEXT;,1907-587,1907-06-09,Fraunces' Tavern,Dollars,$,complete,4,300
21811,18TH CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; 6 X 9.5;,ANNIVERSARY;,WINES; SONG LYRICS;,1906-240,1906-02-24,18th Club,,,complete,12,21
21812,STEVENS INSTITUTE OF TECHNOLOGY ALUMNI,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;RED RIBBON TRIM;6X5.25;,ANNUAL DINNER,LIST OF SPEAKERS & TOASTS;,1891-016,1891-02-09,Stevens Institute Of Technology (Alumni),,,complete,8,20
21816,PUMPERNICKEL CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 4.5X10;,COMPLIMENTARY/TESTIMONIAL,"MENU IN FRENCH; LEATHERETE COVER; CUT OUT CIRCLE WITH SILK EMBROIDERED HEAD OF 'LE PRINTEMPS'IN PALE BLUE, GREY,GREEN AND RED; FLOWERS AND FRUIT;",1907-283,1907-03-02,Pumpernickel Club,,,complete,8,18
21817,THE ST NICHOLAS SOCIETY OF CITY OF NY,SOC,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILLUS;COL;5.5X8.25;,TESTIMONIAL DINNER,INCLUDESWINES;COMMITTEEE MEMBERS; LETTER TO THE COMMANDANT;,1893-064,1893-05-08,The St Nicholas Society Of City Of Ny,,,complete,4,30
21819,JAS. H. & GEO. B. RODGERS,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 6X9/25;,DINNER;,WINE LIST; PATRONS ARE CAUTIONED TO WATCH THEIR HATS AND COATS; THE DRINKING WATER IS FILTERED BY THE PASTEUR PROCESS;,1893-102,1893-08-22,Jas. H. & Geo. B. Rodgers,Dollars,$,complete,2,85
21823,JOHN NUSSKERN,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER;ILLUS; COL;4.5X7;,COMPLIMENTARY/TESTIMONIAL,,1907-544,1928-05-28,John Nusskern,,,complete,4,17
21824,DREAMLAND RESTAURANT -METROPOLE HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS;9X13.5;,DAILY;,ALL ITEMS PRICED SEPARATELY; WINE LIST ON BACK;,1905-555,1905-07-09,Dreamland Restaurant  Metropole  Hotel,Dollars,$,complete,4,501
21835,JOHN DOSCHER'S RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6.25X10;,,DECORATIVE BORDER; [DATE INFO SUPPLIED BY FEB]; SPECIALS HANDWRITTEN IN LAVENDAR INK; PRICED WINE LIST;,1900-780,1900-02-07,John Doscher's Restaurant,Dollars,$,complete,4,101
21838,RAND BROTHERS,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 6X9;,SATURDAY DINNER;,SEVERAL TYPEFACES USED; WINE LIST;,1892-111,1892-09-17,Rand Brothers,,,complete,4,53
21840,U.S. CRUISER BROOKLYN,MIL (?);,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; ILLUS; 4.25 C 6.25;,,FRENCH; DRAWING OF CRUISER; WINES; LIQUEURS;,1898-284,1898-10-11,U.S. Cruiser Brooklyn,,,complete,2,26
21847,PRESIDENT & VICE PRESIDENT OF THE AMERICAN BOARD,PROF;,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; ILLUS; 3.5 X 7;,COMPLIMENTARY/TESTIMONIAL,,1899-124,1899-01-11,President & Vice President Of The American Board,,,complete,2,19
21848,HARVARD CLUB OF NEW YORK CITY,EDUC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6.5 X 9.75;,ANNIVERSARY;,WINES LISTED; PHOTO OF HARVARD HALL AND CLUB;; SEAL;,1908-102,1908-01-31,Harvard Club Of New York City,,,complete,4,19
21855,NEW YORK SOUTHERN SOCIETY,SOCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 6.5 X 9.5;,PATRIOTIC HOLIDAY;,MENU IN FRENCH;LIST OF OFFICERS & SPEAKERS; WORDS FOR FOUR SONGS INCLUDED;,1898-102,1898-02-22,New York Southern Society,,,complete,16,19
21856,U.S.NATIONAL LAWN TENNIS ASSOCIATION,SOC;,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; 4.25X6.25;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH; DRINKS LIST; GOLD LAUREL WREATH OF HOTEL IN CORNER;,1907-280,1907-03-01,U.S.National Lawn Tennis Association,,,complete,2,15
21865,CARLTON HOTEL COMPANY,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER;7X11;,,OPEN ALL NIGHT;,1900-724,1900-02-05,Carlton Hotel Company,Dollars,$,complete,4,227
21872,CRANE RE-UNION,SOC;,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 5.5 x 8.5;,COMPLIMENTARY/TESTIMONIAL,BLACK BORDER; FRENCH & ENGLISH,1881-019,1881-10-05,Crane Re Union,,,complete,2,16
21873,CAZENOVIa ALUMNI ASSOCIATION,EDUC;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.5 X 7;,ANNIVERSARY;,TOASTS;,1907-307,1907-03-16,Cazenovia Alumni Association,,,complete,2,19
21877,TRANSPORTATION CLUB,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6.5X11;,,PRICED BILL OF FARE; CLUB SEAL ON COVER; DATE INFO SUPPLIED BY FNB;,1900-627,1900-01-01,Transportation Club,Dollars,$,complete,4,346
21887,BRAGUGLIA & CARRENO'S,COM,"NEW YORK, NY",NEW YORK,NY,FOLDER; 8.5X11,OTHER,PRINTED AND HANDWRITTEN ITEMS; WINE LIST,1892-083,1892-06-14,Braguglia & Carreno's,Dollars,$,complete,4,264
21890,ASSOCIATES OF THE ENGINER CORPS AND COMPANY K,MIL;,"NEW YORK, NY",NEW YORK,NY,FOLDER;ILL;COL;5X7.5;,ANNIVERSARY;,WINES SERVED;MENU IN FRENCH;NAMES LISTED;,1899-380,1899-04-21,Associates Of The Enginer Corps And Company K,,,complete,4,24
