id,sponsor,venue,place,city/town,state/country,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count
22772,FIDELIO CLUB,,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILL; 3.5X4.5,,"ATTACHED CARD OF TWO WOMEN DANCING WITH EACH OTHER ON FRONT COVER,CATERER LOUIS F. MAZZELLI OF 49TH ST AND 6 AVE LISTED",1889-014,1889-01-26,Fidelio Club,Dollars,$,complete,4,30
22784,CALMAN VARNISH CO.,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 5.5 X 7;,ANNIVERSARY (?);,MENU IN FRENCH; EMBOSSED BORDER; HUMOROUS COMMENTS AND VERSES; SPONSOR NOTED BY FEB;,1905-992,1905-12-22,Calman Varnish Co.,,,complete,4,19
22804,CONFERENCES FOR EDUCATION IN THE SOUTH,EDUC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; 5 X 8;,COMPLIMENTARY/TESTIMONIAL,WINES WITH EACH OURSE; TOASTS;,1906-895,1906-12-03,Conferences For Education In The South,,,complete,4,14
22815,UNI8VERSITY OF VERMONT,EDUC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; 4 X 5.5;,ANNIVERSARY;,SEAL;,1901-380,1901-02-15,Alumni Association University of Vermont,,,complete,4,18
22816,NINETEENTH ARMY CORPS,MIL;,"NEW YORK, NY",NEW YORK,NY,FOLDER;PHOTOGRAPHS;7X9.5;,ANNUAL;,OFFICERS & COMMITTEE MEMBERS LISTED;,1906-773,1906-10-20,Nineteenth Army Corps,,,complete,4,18
22832,MRS. BRADLEY MARTIN,OTHER (PRIVATE PARTY),"NEW YORK, NY",NEW YORK,NY,CARD,OTHER (SOC);,"FRENCH, CHAMPAGNE;",1892-017,1892-01-22,Mrs. Bradley Martin,,,complete,2,11
22835,ALUMNI OF COLUMBIA COLLEGE,EDUC;,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 5 x 7.75;,OTHER (ANNIVERSARY);,LIST OF WINES WITH INDIVIDUAL COURSES,1890-028,1890-02-03,Alumni Of Columbia College,,,complete,2,34
22838,HOTEL AMERICA,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 6 X 7;,,MENU IN SPANISH AND ENGLISH; PARTIALLY HANDWRITTEN; PRICED WINE LIST; NOTE ABOUT A PARIS BRANCH AT 60 RUE LAFAYETTE;,1900-479,1900-01-24,Hotel America,Dollars,$,complete,4,73
22840,FOGG'S HOTEL AND DINING ROOM,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6.25X11;,,"DESIGN ON COVER; DINNER MENU; SPECIALS WRITTEN IN PENCIL; ""ROOMS, 50C, 75C, AND $1.00 PER DAY;""",1900-781,1900-02-07,Fogg's Hotel And Dining Room,Dollars,$,complete,4,307
22845,YORK HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6X10.75;,,PRICED WINE LIST ON BACK;,1906-050,1906-01-14,Hotel York,Dollars,$,complete,2,167
22858,HARLEM REPUBLIC CLUB,POL;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 5.5X7;,ANNIVERSARY;,"LISTS WINES SERVED WITH INDIVIDUAL COURSES; CLUB SEAL ON COVER, AMERICAN FLAG ON BACK; COMMITTEES;",1898-160,1898-04-24,Planters Hotel,,,complete,2,66
22859,UNION LEAGUE CLUB FRIENDS,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 6.6X8;,COMPLIMENTARY/TESTIMONIAL,INCLUDES WINE LIST; PHOTOGRAPH OF MR. HILL INCLUDED; PAGE OF MEMBERS' AUTOGRAPH; DECORATIVE WREATH ON COVER; CORD ATTACHMENT;,1906-969,1906-12-19,Union League Club Friends,,,complete,10,19
22883,MR. AND MRS. C. E. WITT,OTHER [PRIVATE];,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; COL; 4X11.25;,ANNIVERSARY;,WINE LISTED; PRINTED ON GRAY STOCK; EMBOSSED VASE OF PURPLE VIOLETS AND LILYS OF THE VALLEY;,1907-082,1907-01-14,Mr. And Mrs. C. E. Witt,,,complete,2,21
22895,ST. ANDREW'S SOCIETY OF NY,RELIG;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 5.25 X 8;,ANNIVERSARYERSARY,MENU IN FRENCH; LIST OF WINES WITH PRICES LISTED ON SEPARATE PAGE; TOASTS & SONGS LISTED;,1896-226,1896-11-30,St. Andrew's Society Of The State Of New York,Dollars,$,complete,4,45
22932,SAWDUST CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; 5.5X8;,COMPLIMENTARY/TESTIMONIAL,"INCLUDES VERY EXTENSIVE LIST OF WINES, LIQUORS SERVED WITH EACH COURSE; ENTERTAINMENT PROGRAM; LISTS OF RECEPTION, BANQUET, & ENTERTAINMENT COMMITTEES; AT END: ""GUEST ARE EARNESTLY REQUESTED NOT TO DANCE ON THE TABLES 'TILL AFTER THE GLASSWARE HAS BEEN RE",1897-119,1897-04-16,Sawdust Club,,,complete,4,35
22937,THE WALDORF,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 6 X 8.25;,,PRICED MENU; 9 FLOOR MARKED ON REAR;,1896-088,1896-04-22,The Waldorf,Dollars,$,complete,2,120
22962,GERMAN UNION LOGE,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILL; 4.75X7.5;,ANNIVERSARY;,TOASTS IN GERMAN; ALL OTHER MATERIAL EXCEPT MENU IN GERMAN; NAMES LISTED;FRONT COVER WITH MASONIC LODGE INSIGNIA AND SPARKLED SPATTERED LETTERING;,1894-038,1894-04-14,German Union Loge,,,complete,8,25
22965,RUBINSTEIN CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL;4.25X6.5;,ANNIVERSARY;,"MENU IN FRENCH; OFFICERS, COMMITTEES, USHERS AND PROGRAM LISTED;",1907-476,1907-05-04,Rubinstein Club,,,complete,2,15
22966,CHAMBER OF COMMERCE,PROF.,"NEW YORK, NY",NEW YORK,NY,FOLDER; 5 x 7.25;,OTHER - ANNIVERSARY,FRENCH,1883-023,1883-05-08,Chamber Of Commerce,,,complete,4,29
22967,HARLEM DEMOCRATIC CLUB,POL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILL; 8X6,,"ILLUSTRATED WITH WHITE HOUSE,PORTRAITS OF JEFFERSON AND TILDEN,OTHER PATRIOTIC EMBLEMS, THREE CARDS TIED WITH TWO RED RIBBONS,TOASTS LISTED,COMMITTEE MEMBERS LISTED ON BACK",1887-042,1887-12-29,Harlem Democratic Club,,,complete,4,40
22971,GILLESPIE'S RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6X11;,,DATE NOTED BY FEB;,1907-012,1907-01-01,Gillespie's Restaurant,Dollars,$,complete,6,257
22978,M.F. LOYNS DINING ROOMS,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 5.5X7;,RELIGIOUS HOLIDAY,,1906-998,1906-12-25,M.F. Loyns Dining Rooms,Dollars,$,complete,4,29
22985,EMPIRE STATE SOCIETY OF SONS OF THE AMERICAN REVOLUTION,PATR;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; COL; 5.25 X 7.25;,OTHER (ANNIVERSARY),BLUE AND GOLD COVER; CALLIGRAPHY; HISTORICAL INFORMATION; CHAMPAGNE; SPEECHES; SEPARATE SEATING LIST;,1896-003,1896-01-03,Empire State Society Sons Of The American Revolution,,,complete,16,24
22989,AUDITORIUM,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; COL; 7 X 11;,,PRICED MENU; TAN STOCK;,1905-987,1905-12-21,Auditorium,Dollars,$,complete,2,177
23004,The Lotos Club,SOC;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.5 X 7;,,CHAMPAGNE AND LIQUEURS; MENU IN FRENCH;,1907-323,1907-03-23,The Lotos Club,,,complete,2,15
23006,A FEW OF HIS FRIENDS,OTHER (GROUP OF FRIENDS);,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 6X8;,COMPLIMENTARY/TESTIMONIAL,INCLUDES WINE LIST; PHOTOGRAPH ON COVER OF MR. VAN WYCK; INCLUDES LIST OF FRIENDS; SILK RIBBON ATTACHMENT;,1906-744,1906-10-09,A Few Of His Friends,,,complete,8,25
23008,COMMITTEE OF THE COOKS AND PASTRY COOKS ASSOCIATION OF NEW YORK,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 5.25 X 7.25;,COMPLIMENTARY/TESTIMONIAL,FRENCH; LIST OF WINES SERVED WITH INDIVIDUAL COURSES;,1892-005,1892-01-03,Committee Of The Cooks And Pastry Cooks Association Of New York,,,complete,4,25
23010,COLLEGE OF PHARMACY OF THE CITY OF NY,EDUC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;COL;5X8;,ANNUAL DINNER,MENU IN FRENCH;PROGRAM LISTED;,1892-035,1892-02-25,College Of Pharmacy Of The City Of Ny,,,complete,4,22
23016,GEORGE THOMSON WILSON,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; COL; ILLUS; 7.5 X  9.75;,COMPLIMENTARY/TESTIMONIAL,"WINES LISTED; MENU IN FRENCH; MENU SERED AS PLACE CARD, THIS ONE FOR FEB; PHOT OF PATRICK MURPHY WITH ORNAMENTAL BORDER;",1906-014,1906-01-03,George Thomson Wilson,,,complete,8,22
23017,HOLLAND SOCIETY OF NEW YORK,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 7 X 11;,ANNUAL,MENU IN DUTCH & ENGLISH; PROGRAM & SPEAKERS LISTED;,1899-122,1899-01-11,Holland Society Of New York,,,under review,4,41
23018,IMPERIAL RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 6.5 X 10;,,HANDWRITTEN; PRIXE FIXE DINNER WITH POULTRY; OTHER ITEMS PRICED TO ORDER;,1900-077,1900-01-08,Imperial Restaurant,Dollars,$,complete,2,24
23019,FRIENDLY SONS OF ST. PATRICK,REL;,"NEW YORK, NY",NEW YORK,NY,BOOKLE; ILLUS; COL; 5 X 6.5,ETH;,"FRENCH; GREEN PRINT; LANDSCAPE, IRISH AND AMERICAN FLAGS, MOORE ON COVER; TOASTS;",1891-033,1891-03-17,Friendly Sons Of St Patrick,,,complete,12,32
23031,ST. GEORGE'S SOCIETY,SOCIAL CLUB?,"NEW YORK, NY",NEW YORK,NY,FOLDER;5X8; ILLUS.,ANNIVERSARYESARY,"QUOTES FROM SHAKESPEARE, GOD SAVE THE QUEEN",1880-016,1880-04-23,St. George's Society,,,complete,4,22
23052,TRINITY COLLEGE,EDUC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 4.5 x 6;,OTHER (ANNIVERSARY);,FRENCH; SILK RIBBON ATTACHMENT; DRAWING OF COLLEGE BUILDING ON COVER; INCLUDES COMMITTEE NAMES,1890-032,1890-02-10,Trinity College,,,complete,8,21
23053,EMMA WILLARD ASSOCIATION,EDUC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; 4.5X7;,OTHER (ANNIV);,PROGRAM WITH SPEAKERS LISTED;,1895-175,1895-10-30,Emma Willard Association,,,complete,2,14
23060,ST. GEORGE'S SOCIETY OF THE CITY OF NEW YORK,PAT;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 4.25 X 6.25;,RITE (ANNIVERSARY);,"FRENCH; EMBLEM OF SOCIETY ON COVER, ALSO DECORATIVE BORDERS; ITEMS ON TOASTS PROGRAM FOLLOWED BY SHAKESPERIAN PLAY QUOTATIONS; ""GOD SAVE THE QUEEN ON BACK COVER;",1892-056,1892-04-23,St. George's Society Of The City Of New York,,,complete,4,18
23061,WOMAN'S PRESS CLUB,PROF;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 5 X 3.75;,SECULAR HOLIDAY;,CUPIDS; LADY AND MAN IN COLONIAL DRESS; VERSES; GOLD RIBBON;,1897-056,1897-02-14,Woman's Press Club,,,complete,2,23
23068,EMPLOYING BOOKBINDERS ASSOCIATION OF NEW YORK,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 3X5;,ANNIVERSARY;,"MENU IN FRENCH, EACH MENU ITEM FOLLOWED BY LITERARY QUOTATION; PHOTOGRAPHS OF PREVIOUS PRESIDENTS INCLUDED; OFFICERS AND COMMITTEES LISTED; SPEAKERS AND LIST OF MEMBERS INCLUDED; SONGS; THIS IS A PERFECT  MINIATURE BOOK PRINTED ON BEAUTIFUL PAPER;",1906-098,1906-01-27,Employing Bookbinders Association Of New York,,,complete,46,16
23069,COMMISSIONER OF VENEZUELA NAPOLEON DOMINICI,GOVT;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 4.4 X 6.25;,COMPLIMENTARY/TESTIMONIAL,U.S. AND VENEZUELAN FLAGS; WINES; CIGARETTES; SPEECHES; MAROON TASSELS; FRENCH;,1892-014,1892-01-19,Commissioner Of Venezuela Napoleon Dominici,,,complete,8,30
23077,AU CHAT NOIR HOTEL AND RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSHEET; 5.5X7.0; ILLUS;,,"ILLUS, BLACK CAT IN CHEF'S APRON AND HAT HOLDING PEN AND NOTICE BOARD; MENU HAND WRITTEN ON PRINTED MENU CARD;",1900-873,1900-02-11,Au Chat Noir Hotel And Restaurant,Dollars,$,complete,2,17
23084,WINE & SPIRIT TRADES' BENEVOLENT SOCIETY,PROF;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;COL;RIBBON TRIM;4X6.25;,[ANNUAL],WINES INCLUDED;MENU IN FRENCH; LIST OF TOASTS & MUSIC PROGRAM INCLUDED;,1906-437,1906-05-01,Wine & Spirit Trades' Benevolent Society,,,complete,8,29
23094,NOT NOTED,SOC?;,"NEW YORK, NY",NEW YORK,NY,CARD;3.5 X 5.25;,OTHER (SOC?);,FRENCH; EVENT NOTED BY FEB;,1901-378,1901-02-15,Sherry's,,,complete,2,19
23097,SECOND PANEL SHERIFF'S JURY,POL;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILL;COL;4.25X6.5;,BANQUET;,MENU IN FRENCH;WINES SERVED;EACH COURSE ON A SEPERATE PAGE WITH QUOTATIONS;MEMBERS LISTED;SEATING PLAN ATTACHED;,1899-151,1899-01-26,Sheriff's Jury Second Panel,,,complete,36,30
23098,AMERICAN ASSOCIATION OF FREIGHT TAFFIC OFFICERS,PROF;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 8.5 X 11;,ANNIVERSARY;,CHAMPAGNE; MENU IN FRENCH;  HUMOROUS MENU IN FORM OF SHIPPING NOTES; MOCK CARBON PAPER; ILLUSTRATION OF DOOR OF FREIGHT CAR;,1906-766,1906-10-17,American Association Of Freight Taffic Officers,,,complete,10,25
23110,BRITISH SCHOOLS AND UNIVERSITIES CLUB OF NEW YORK,EDUC;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.25 X 6;,OTHER (SOC?);,PRICED WINE LIST ON BACK;,1899-834,1899-12-14,British Schools And Universities Club Of New York,Dollars,$,complete,2,29
23134,ASSOCIATION OF THE BAR OF THE BOROUGH OF THE BRONX IN THE CITY OF NEW YORK,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; COL; 5.25X7;,ANNIVERSARY;,INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; POSTPRANDIAL AND TOASTS; OFFICERS AND COMMITTEES LISTED; ASSOCIATION INSIGNIA ON COVER;,1906-385,1906-04-18,Association Of The Bar Of The Borough Of The Bronx In The City Of New York,,,complete,4,19
23136,H.D. BRISTOL'S OYSTER & CHOP HOUSE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; COL; 6.5 X 9.5;,DAILY;,FOOD ITEMS ALL PRICED; WINE LIST ON BACK;,1900-107,1900-01-10,H.D. Bristol's Oyster & Chop House,Dollars,$,complete,4,389
23144,PETER TIVNAN LUNCH CO.,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD;5X9.25;,,RUBBER STAMPED ITEMS INSERTED WITH NO APPARENT SYSTEM;ALWAYS OPEN;TRAIN LUNCHES A SPECIALTY;,1900-728,1900-02-05,Peter Tivnan Lunch Co.,Dollars,$,complete,2,271
23151,LEON FLOURET CAFE & HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 7X10.75;,OTHER (DAILY MENU);,"FRENCH & ENGLISH; DINNER, $1.25; VERY, VERY EXTENSIVE PRICED WINE LIST;",1900-171,1900-01-11,Leon Flouret Cafe & Hotel,Dollars,$,complete,4,281
23161,PROHIBITIONISTS OF THE CITY AND COUNTY OF NEW YORK,POL; SOC;,"NEW YORK, NY",NEW YORK,NY,CARD; 4X8.5,,TOASTS LISTED;,1892-151,1892-12-15,Prohibitionists Of The City And County Of New York,,,complete,2,18
23175,THE ANNEX,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 6.25 X 9.5;,,PRICED MENU; MENU HANDWRITTEN;,1906-421,1906-04-27,The Annex,Dollars,$,complete,4,69
23181,CIRCULO COLON-CERVANTES,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 6.5X9;,COMPLIMENTARY/TESTIMONIAL,INCLUDES WINES SERVED WITH EACH COURSE; ILLUSTRATION OF SEAL OF SPAIN AND ALSO THE CLUB; SILK RIBBON ATTACHMENTS,1893-071,1893-05-23,Circulo Colon Cervantes,,,complete,4,30
23191,NAIONAL HOSE SHOW ASSOCIATION OF AMERICA,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; 3.25 X 5.5;,COMPLIMENTARY/TESTIMONIAL,CREST;,1905-835,1905-11-12,National Horse Show Association Of America,,,complete,4,17
23197,EDWARD F. LANGS'S LADIES' AND GENTS LUNCH ROOM AND RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 6.5 X 10.5;,,PRICED MENU; NOTE ABOUT PURITY OF WATER;;,1900-451,1900-01-22,Edward F. Langs's Ladies' And Gents Lunch Room And Restaurant,Dollars,$,complete,4,256
23217,HARLEM MUNICIPAL OWNERSHIP CLUB,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 6X9;,ANNIVERSARY;,"WINES LISTED; TOASTS, OFFICERS, TRUSTEES AND EXECUTIVE BOARD LISTED;",1906-482,1906-05-23,Harlem Municipal Ownership Club,,,complete,8,19
23223,VETERAN ASSOCIATION OF THE 5TH NY ARTILLERY VOLUNTEERS,MIL;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; PHOTOGRAPH ON COVER; 8 X 10;,COMPLIMENTARY/TESTIMONIAL,ALL SPEAKERS LISTED; ALL COMMITTEE MEMBERS INCLUDED;,1901-116,1901-01-17,Veteran Association Of The 5th Ny Artillery Volunteers,,,complete,2,0
23236,MORTON HOUSE-RESTAURANT & CAFE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 7 X 11;,DAILY,HOURS & PRICES INCLUDED;COMPLETE WINE LIST ON BACK;,1900-108,1900-01-10,Morton House Restaurant & Cafe,Dollars,$,complete,4,462
23237,AU LION D'OR HOTEL AND RESTAURANT,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 7.25X9.25;,,PRICED WINE LIST PRINTED; UNPRICED HAND WRITTEN MENU;,1900-415,1900-01-19,Au Lion D'or Hotel And Restaurant;,Dollars,$,complete,2,94
23244,QUILL CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 3 X 6;,[ANNUAL],,1901-419,1901-02-19,Quill Club,,,complete,2,16
23248,NY FRIENDS OF HON. CHRISTOPHER A. BUCKLEY,SOCIAL,"NEW YORK, NY",NEW YORK,NY,3 CARDS JOINED BY RED RIBBON;ILLUS.COVER;5 X 7.75;,TESTIMONIAL DINNER TO HON. BUCKLEY,MENU IN FRENCH;INCLUDES WINES & PROGRAM;,1890-074,1890-06-24,Ny Friends Of Hon. Christopher A. Buckley,,,complete,6,26
23251,SATURDAY AFTERNOON CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 4.6X6.6;,OTHER (REGULAR MEETING OF A CARD PLAYING GROUP);,INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; OFFICERS AND MEMBERS LISTED; ILLUSTRATION ON COVER OF HAND HOLDING A SET OF CARDS; AUTOGRAPHS ON BACK COVER;,1906-396,1906-04-21,Saturday Afternoon Club,,,complete,4,23
23253,2nd PANEL SHERIFFS JULY?,PROF;,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; 5X8;,COMPLIMENTARY/TESTIMONIAL,MENU HEADINGS IN FRENCH; BEVERAGE LIST; LOGO OF GROUP; SEE 1907-070;,1908-068,1908-01-23,2nd Panel Sheriffs July(?),,,complete,2,30
23259,RESTAURANT MARTIN,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 7.0X10.75,,PRICED A LA CARTE MENU; PARTIALLY HAND WRITTEN; PRICED WINE LIST;,1900-140,1900-01-10,Restaurant Martin,Dollars,$,complete,4,388
23267,COLLEGE OF THE CITY OF NEW YORK ALUMNI,EDUC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 6 X 8.5;,ANNIVERSARY;,"MENU IN FRENCH WITH LITERARY QUOTES IN ENGLISH; PRICED WINE LIST; PHOTOGRAPHS ON FRONT AND REAR COVERS TITLED RESPICE AND PROSPICE; RED, WHITE AND BLUE CORD; TOASTS;",1901-192,1901-01-26,College Of The City Of New York Alumni,,,complete,8,30
23271,CLOVER CLUB,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 4 X 5.5;,,PRICE LIST RATHER THAN MENU;,1906-417,1906-04-27,Clover Club,,,complete,2,30
23281,CITY VIGILANCE LEAGUE,PROF;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 4.5X6.5;,COMPLIMENTARY/TESTIMONIAL,"PHOTO OF GUEST OF HONOR ON COVER; INCLUDES GUEST & COMMITTEE LIST, ALOS SEPARATE BOOKLET OF TABLE PLAN",1894-110,1894-11-27,City Vigilance League,,,complete,26,22
23309,MR.J. KENNEDY TOD-11 EAST 9TH ST.,,"NEW YORK, NY",NEW YORK,NY,CARD;3.5 X4.5;,,MENU ALL IN FRENCH;WINES NOTED;,1895-187,1895-11-21,Mr.J. Kennedy Tod 11 East 9th St.,,,complete,2,24
23316,ST.ANDREWS SOCIETY OF THE STATE OF NEW YORK,RELIG;,"NEW YORK, NY",NEW YORK,NY,FOLDER;ILLUS;COL;5.25X8.25;,ANNIVERSARY;141ST;,PRICED WINE LIST;TOASTS;SONGS;,1897-316,1897-11-30,St.Andrews Society Of The State Of New York,Dollars,$,complete,4,42
23317,ITALIAN-AMERICAN CITIZENS OF THE SIXTH ASSEMBLY DISTRICT,POLIT;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; 6.5 X 8.5;,COMPLIMENTARY/TESTIMONIAL,WINES WITH EACH COURSE; PHOTO OF TIMOTHY SULLIVAN;,1906-175,1906-02-15,Italian American Citizens Of The Sixth Assembly District,,,complete,8,24
23322,HAWK & WETHERBEE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; ILL; 6X8;,RELIGIOUS HOLIDAY,"MENU CARD PADDED, EASTER EMBLEMS WITH EASTER IN GOLD PRINTED ON BACK; CORDED HANGING DEVISE ATTCHED AT TOP;",1893-042,1893-04-02,The Windsor,,,complete,2,68
23339,PAWNBROKERS' ASSOCIATION OF THE CITY OF NEW YORK,PROF;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.5 X 6.75;,ANNIVERSARY;,COCKTAILS AND WINES; BLUE PRINT;,1906-465,1906-05-15,Pawnbrokers' Association Of The City Of New York,,,complete,2,22
23357,DUTCHESS COUNTY SOCIETY OF CITY OF NEW YORK,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 5.25X6.5;,ANNIVERSARY;,"FRENCH; VINS A LA CARTE; TOASTS; OFFICERS, BANQUET COMMITTEE LISTED; GOLD & WHITE SATIN RIBBON ATTACHMENTS; SEAL ON COVER;",1901-522,1901-03-01,Dutchess County Society In The City Of New York,,,complete,6,17
23362,HARDWARE AND METAL TRADES,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; 5.25X7.5;,OTHER (ANNIVERSARY);,"INCLUDES PRICED WINE LIST; DETAILED SEATING PLAN INCLUDED, AS WELL AS MEMBERSHIP LIST; TOASTS; 2 COPIES",1896-044,1896-02-20,Hardware And Metal Trades,,,complete,16,23
23371,FRIENDS OF HON. PHILIP BLOCH,OTHER (PRIVATE GROUP OF FRIENDS);,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 5.5X8.5;,COMPLIMENTARY/TESTIMONIAL,FRENCH; INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; THIS IS FIRST TIME I HAVE SEEN COCKTAILS LISTED WITH FIRST COURSE-OYSTERS; USA SEAL ON COVER; TRIBUTE WRITTEN TO GUEST OF HONOR ON FIRST PAGE;,1900-046,1900-01-05,Friends Of Hon. Philip Bloch,,,complete,4,29
23372,BANK CLERKS' MUTUAL BENEFIT ASSOCIATION,PROF;,"NEW YORK, NY",NEW YORK,NY,FOLDER; COL; 3.75X5;,ANNIVERSARY;,"SPEAKERS LISTED; SUPPER INDICATED; STUB, POSSIBLY FROM AN INVITATION ATTACHED; USHERS FOR EACH OF SEVEN TABLES LISTED;",1893-050,1893-04-19,Bank Clerks' Mutual Benefit Association,,,complete,6,14
23391,ILLINOIS SOCIETY OF NEW YORK,PATR;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 10 X 14;,COMPLIMENTARY/TESTIMONIAL,WINES WITH EACH COURSE; MENU IN FRENCH; BLACK STOCK WITH GOLD LETTERING U.S. TREASURY; SEAL OF SOCIETY; PICTURE OF LYMAN GAGE AND BUILDINGS IN GREEN BANKNOTE STOCK;,1906-122,1906-02-03,Illinois Society Of New York,,,complete,4,27
23405,NORTH RIVER STEAMBOAT CO.,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER;COL;4.5X6.75;,ANNIVERSARY;,,1901-285,1901-02-05,North River Steamboat Co.,,,complete,3,25
23416,MRS. JOSEPH ASCHEIM,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 4.25X6.25;,RITE;,WINES LISTED; COVER HAS PAINTING OF LADY AND HER MAID; MENU COVERED IN ORCHID SATIN;,1907-482,1907-05-05,Mrs. Joseph Ascheim,,,complete,12,16
23418,COLUMBIA DAIRY KITCHEN,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 6 X 10;,,PRICED MENU; DAILY SPECIALS; TRANSPORTATION DIRECTIONS; LIST OF THEATRES AND PROGRAMS IN THE AREA; BOXED CANDY AND CIGARS AVAILABLE; DIRECTIONS TO TOILETS;,1900-792,1900-02-07,Columbia Dairy Kitchen;,Dollars,$,complete,4,357
23420,RENS.POLY.INST.,EDUC;,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; ILLUS; COL; 4.5 X 7;,[REUNION],MENU IN FRENCH,1898-067,1898-02-04,Rens.Poly.Inst.,,,complete,2,19
